Startup Name,Industry Vertical,City,Investment Type,Amount in USD,Date
Swiggy,Food and Beverage,Bangalore,Private Equity,2000000.0,2015-03-04
KeepTrax,Technology,Hyderabad,Seed Funding,1000000.0,2015-04-04
Pricejugaad,Finance,Hyderabad,Seed Funding,165000.0,2015-07-04
FirstCry.com,E-Commerce,Pune,Private Equity,10000000.0,2015-08-04
MobiKwik,Finance,Gurgaon,Private Equity,25000000.0,2015-08-04
Gadgetwood,Technology,New Delhi,Seed Funding,200000.0,2015-09-04
Bonhomia,Food and Beverage,New Delhi,Seed Funding,2000000.0,2015-09-04
Changer Mints,Finance,Kolkata,Seed Funding,165000.0,2015-09-04
Zomato,Food and Beverage,Gurgaon,Private Equity,25000000.0,2015-11-04
ZopNow,E-Commerce,Bangalore,Private Equity,10000000.0,2015-04-13
The Porter,Technology,Mumbai,Seed Funding,500000.0,2015-04-13
Capricoast,E-Commerce,Bangalore,Seed Funding,1250000.0,2015-04-13
LocalOye,E-Commerce,Mumbai,Private Equity,5000000.0,2015-04-14
Grofers,E-Commerce,Gurgaon,Private Equity,35000000.0,2015-04-15
PepperTap,E-Commerce,Gurgaon,Private Equity,10000000.0,2015-04-15
UrbanClap,E-Commerce,New Delhi,Seed Funding,1600000.0,2015-04-16
Robosoft,Technology,Udupi,Private Equity,12000000.0,2015-04-17
1mg (Healthkartplus),Healthcare,Gurgaon,Private Equity,6000000.0,2015-04-20
Freshdesk,Technology,Chennai,Private Equity,50000000.0,2015-04-20
Eat.Shop.Love,E-Commerce,Bangalore,Private Equity,3500000.0,2015-04-22
Craftstvilla,E-Commerce,Mumbai,Private Equity,18000000.0,2015-04-23
happay,Finance,Bangalore,Seed Funding,500000.0,2015-04-23
Torqus,Technology,Pune,Seed Funding,350000.0,2015-04-27
Babajobs,Technology,Bangalore,Private Equity,10000000.0,2015-04-28
Jay Robotix,Technology,Hyderabad,Seed Funding,250000.0,2015-04-28
Naaptol.com,E-Commerce,Mumbai,Private Equity,21500000.0,2015-04-28
Tradelab,Finance,Bangalore,Seed Funding,400000.0,2015-04-29
